purl,name,ecosystem,bucket,situation,eol_direct,dead_transitive_count,remediation,alternative_purl,remediation_notes,remediation_source,llm_confidence,dependent_repos,top1_dependent,code_loc,complexity,has_native,unpatched_advisories,repository_url
pkg:cargo/winapi,winapi,cargo,dormant,broad,0,0,switch,pkg:cargo/windows-sys,Dormant since 2022. The Rust ecosystem converged on windows-sys as the maintained Windows FFI standard. Nearly a drop-in replacement.,llm,0.95,107944,atty,176125,233,0,0,https://github.com/retep998/winapi-rs,pkg:cargo/winapi,winapi,cargo,dormant,broad,0,0,switch,pkg:cargo/windows-sys,Dormant since 2022. The Rust ecosystem converged on windows-sys as the maintained Windows FFI standard. Nearly a drop-in replacement.,llm,0.95,107944,atty,176125,233,0,0,https://github.com/retep998/winapi-rs
pkg:cargo/lazy_static,lazy_static,cargo,dormant,alternative,0,0,switch,,"std::sync::OnceLock (stabilized in Rust 1.70, Nov 2023) provides the same lazy-once initialization; switch when your MSRV allows. The crate is dormant but stable, so older projects can pin the version if they can't upgrade.",llm,0.85,103112,,125,3,0,0,https://github.com/rust-lang-nursery/lazy-static.rs,pkg:cargo/lazy_static,lazy_static,cargo,dormant,alternative,0,0,switch,,"std::sync::OnceLock (stabilized in Rust 1.70, Nov 2023) provides the same lazy-once initialization; switch when your MSRV allows. The crate is dormant but stable, so older projects can pin the version if they can't upgrade.",llm,0.85,103112,,125,3,0,0,https://github.com/rust-lang-nursery/lazy-static.rs
pkg:cargo/winapi-x86_64-pc-windows-gnu,winapi-x86_64-pc-windows-gnu,cargo,dormant,few-large,0,0,accept,,Stable platform-specific FFI bindings with virtually all usage routed through the winapi crate. Pin versions; the binding definitions rarely change. Monitor winapi's maintenance status as the real signal for long-term viability.,llm,0.8,102690,winapi,176125,233,0,0,https://github.com/retep998/winapi-rs,pkg:cargo/winapi-x86_64-pc-windows-gnu,winapi-x86_64-pc-windows-gnu,cargo,dormant,few-large,0,0,accept,,Stable platform-specific FFI bindings with virtually all usage routed through the winapi crate. Pin versions; the binding definitions rarely change. Monitor winapi's maintenance status as the real signal for long-term viability.,llm,0.8,102690,winapi,176125,233,0,0,https://github.com/retep998/winapi-rs
pkg:cargo/winapi-i686-pc-windows-gnu,winapi-i686-pc-windows-gnu,cargo,dormant,few-large,0,0,accept,,Platform-specific FFI binding module; all 102k dependents reach it indirectly through winapi (378M downloads). Dormancy is appropriate for stable bindings to unchanging APIs.,llm,0.92,102690,winapi,176125,233,0,0,https://github.com/retep998/winapi-rs,pkg:cargo/winapi-i686-pc-windows-gnu,winapi-i686-pc-windows-gnu,cargo,dormant,few-large,0,0,accept,,Platform-specific FFI binding module; all 102k dependents reach it indirectly through winapi (378M downloads). Dormancy is appropriate for stable bindings to unchanging APIs.,llm,0.92,102690,winapi,176125,233,0,0,https://github.com/retep998/winapi-rs
pkg:cargo/version_check,version_check,cargo,dead,broad,0,0,accept,,"Widely-used utility (75k repos across 174 packages) for compile-time Rust version checks. Zero dependencies, stable 577-line codebase. Pin the version—minimal risk given the code's simplicity and the stability of Rust compiler versioning.",llm,0.95,75566,proc-macro-error,577,65,0,0,https://github.com/sergiobenitez/version_check,pkg:cargo/version_check,version_check,cargo,dead,broad,0,0,accept,,"Widely-used utility (75k repos across 174 packages) for compile-time Rust version checks. Zero dependencies, stable 577-line codebase. Pin the version—minimal risk given the code's simplicity and the stability of Rust compiler versioning.",llm,0.95,75566,proc-macro-error,577,65,0,0,https://github.com/sergiobenitez/version_check
pkg:cargo/num-traits,num-traits,cargo,dormant,broad,0,0,accept,,"Foundational numeric traits library used by 74K repos. Though dormant (315 days), it's actively maintained by a core team member and has no viable replacement. Pin the version—stable APIs don't need frequent updates.",llm,0.85,74440,num-integer,4147,317,0,0,https://github.com/rust-num/num-traits,pkg:cargo/num-traits,num-traits,cargo,dormant,broad,0,0,accept,,"Foundational numeric traits library used by 74K repos. Though dormant (315 days), it's actively maintained by a core team member and has no viable replacement. Pin the version—stable APIs don't need frequent updates.",llm,0.85,74440,num-integer,4147,317,0,0,https://github.com/rust-num/num-traits
pkg:cargo/unicode-xid,unicode-xid,cargo,dormant,broad,0,0,accept,,Implements a stable Unicode standard with no runtime dependencies; pin the version and monitor advisories but expect minimal maintenance need.,llm,0.85,73724,synom,1630,23,0,0,https://github.com/unicode-rs/unicode-xid,pkg:cargo/unicode-xid,unicode-xid,cargo,dormant,broad,0,0,accept,,Implements a stable Unicode standard with no runtime dependencies; pin the version and monitor advisories but expect minimal maintenance need.,llm,0.85,73724,synom,1630,23,0,0,https://github.com/unicode-rs/unicode-xid
pkg:cargo/byteorder,byteorder,cargo,dormant,broad,0,0,switch,,"Modern Rust includes to_le_bytes/to_be_bytes/from_le_bytes/from_be_bytes on numeric types. For Read/Write trait extensions, evaluate maintained alternatives like zerocopy.",llm,0.85,69261,fxhash,2609,66,0,0,https://github.com/burntsushi/byteorder,pkg:cargo/byteorder,byteorder,cargo,dormant,broad,0,0,switch,,"Modern Rust includes to_le_bytes/to_be_bytes/from_le_bytes/from_be_bytes on numeric types. For Read/Write trait extensions, evaluate maintained alternatives like zerocopy.",llm,0.85,69261,fxhash,2609,66,0,0,https://github.com/burntsushi/byteorder
pkg:cargo/scopeguard,scopeguard,cargo,dormant,inlineable,0,0,vendor,,Copy 264 lines of code into your crate and drop the dependency. No transitive risks; the RAII pattern is stable and unlikely to need updates.,llm,0.9,67406,hdf5,264,9,0,0,https://github.com/bluss/scopeguard,pkg:cargo/scopeguard,scopeguard,cargo,dormant,inlineable,0,0,vendor,,Copy 264 lines of code into your crate and drop the dependency. No transitive risks; the RAII pattern is stable and unlikely to need updates.,llm,0.9,67406,hdf5,264,9,0,0,https://github.com/bluss/scopeguard
pkg:cargo/ppv-lite86,ppv-lite86,cargo,dormant,few-large,0,0,accept,,"99% of usage from c2-chacha (13.7M downloads) and blake-hash, both actively maintained RustCrypto crates. Stable dormant code; pin the version and carry the risk.",llm,0.8,61953,c2-chacha,9651,497,0,0,https://github.com/cryptocorrosion/cryptocorrosion,pkg:cargo/ppv-lite86,ppv-lite86,cargo,dormant,few-large,0,0,accept,,"99% of usage from c2-chacha (13.7M downloads) and blake-hash, both actively maintained RustCrypto crates. Stable dormant code; pin the version and carry the risk.",llm,0.8,61953,c2-chacha,9651,497,0,0,https://github.com/cryptocorrosion/cryptocorrosion
